290519 0000   0.000  68.404  13.040   0.000  31.376   0.000  38.972   4.212   3.504   0.000   0.000   4.197   1.052   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0001   0.000  68.404  12.943   0.000  31.063   0.000  38.847   4.215   3.504   0.000   0.000   4.217   1.052   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0002   0.000  68.404  12.938   0.000  30.954   0.000  38.847   4.212   3.504   0.000   0.000   4.192   1.047   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0003   0.000  68.404  12.910   0.000  30.804   0.000  38.847   4.215   3.504   0.000   0.000   4.190   1.047   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0004   0.000  68.404  12.998   0.000  30.695   0.000  38.847   4.212   3.504   0.000   0.000   4.207   1.047   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0005   0.000  68.404  12.850   0.000  30.531   0.000  38.847   4.212   3.504   0.000   0.000   4.180   1.043   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0006   0.000  68.404  12.906   0.000  30.340   0.000  38.847   4.212   3.504   0.000   0.000   4.240   1.043   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0007   0.000  68.404  12.957   0.000  30.558   0.000  38.847   4.212   3.504   0.000   0.000   4.187   1.038   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0008   0.000  68.404  12.957   0.000  30.436   0.000  38.847   4.212   3.504   0.000   0.000   4.232   1.038   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0009   0.000  68.404  12.929   0.000  30.299   0.000  38.847   4.212   3.504   0.000   0.000   4.197   1.034   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0010   0.000  68.404  12.929   0.000  30.217   0.000  38.847   4.212   3.504   0.000   0.000   4.207   1.034   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0011   0.000  68.404  12.836   0.000  30.163   0.000  38.847   4.212   3.504   0.000   0.000   4.225   1.034   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0012   0.000  68.404  12.896   0.000  30.108   0.000  38.847   4.212   3.504   0.000   0.000   4.182   1.029   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0013   0.000  68.404  12.808   0.000  29.781   0.000  38.847   4.212   3.494   0.000   0.000   4.240   1.029   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0014   0.000  68.404  12.933   0.000  30.027   0.000  38.847   4.212   3.494   0.000   0.000   4.178   1.025   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0015   0.000  68.404  12.910   0.000  30.067   0.000  38.847   4.212   3.504   0.000   0.000   4.235   1.025   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0016   0.000  68.404  12.850   0.000  29.877   0.000  38.847   4.212   3.494   0.000   0.000   4.180   1.025   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0017   0.000  68.404  12.910   0.000  30.149   0.000  38.847   4.212   3.504   0.000   0.000   4.222   1.020   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0018   0.000  68.404  12.915   0.000  30.613   0.000  38.847   4.212   3.504   0.000   0.000   4.185   1.020   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0019   0.000  68.404  13.036   0.000  31.240   0.000  38.847   4.212   3.504   0.000   0.000   4.202   1.020   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0020   0.000  68.404  12.989   0.000  30.967   0.000  38.847   4.210   3.504   0.000   0.000   4.200   1.016   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0021   0.000  68.404  12.933   0.000  30.981   0.000  38.847   4.212   3.504   0.000   0.000   4.180   1.016   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0022   0.000  68.404  12.933   0.000  30.872   0.000  38.847   4.212   3.494   0.000   0.000   4.212   1.016   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0023   0.000  68.404  12.915   0.000  31.035   0.000  38.847   4.210   3.494   0.000   0.000   4.217   1.011   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0024   0.000  68.404  13.017   0.000  30.626   0.000  38.847   4.210   3.504   0.000   0.000   4.187   1.011   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0025   0.000  68.404  12.901   0.000  30.449   0.000  38.847   4.210   3.504   0.000   0.000   4.202   1.011   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0026   0.000  68.404  12.929   0.000  30.613   0.000  38.847   4.210   3.494   0.000   0.000   4.222   1.007   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0027   0.000  68.404  12.975   0.000  30.517   0.000  38.847   4.212   3.494   0.000   0.000   4.175   1.007   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0028   0.000  68.404  12.906   0.000  30.408   0.000  38.847   4.210   3.494   0.000   0.000   4.197   1.007   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0029   0.000  68.404  12.957   0.000  30.299   0.000  38.847   4.210   3.494   0.000   0.000   4.227   1.002   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0030   0.000  68.404  12.841   0.000  29.890   0.000  38.847   4.212   3.494   0.000   0.000   4.175   1.002   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0031   0.000  68.404  12.938   0.000  29.918   0.000  38.847   4.210   3.504   0.000   0.000   4.190   1.002   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0032   0.000  68.404  12.854   0.000  29.809   0.000  38.847   4.210   3.504   0.000   0.000   4.230   0.998   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0033   0.000  68.404  12.836   0.000  29.781   0.000  38.847   4.212   3.494   0.000   0.000   4.178   0.998   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0034   0.000  68.404  12.943   0.000  30.108   0.000  38.847   4.210   3.494   0.000   0.000   4.195   0.998   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0035   0.000  68.404  12.943   0.000  30.217   0.000  38.847   4.210   3.494   0.000   0.000   4.227   0.998   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0036   0.000  68.404  12.966   0.000  30.504   0.000  38.847   4.212   3.494   0.000   0.000   4.178   0.993   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0037   0.000  68.404  13.017   0.000  30.872   0.000  38.847   4.210   3.494   0.000   0.000   4.190   0.993   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0038   0.000  68.404  13.082   0.000  30.899   0.000  38.847   4.210   3.504   0.000   0.000   4.230   0.993   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0039   0.000  68.404  12.910   0.000  30.981   0.000  38.847   4.210   3.504   0.000   0.000   4.178   0.993   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0040   0.000  68.404  12.929   0.000  30.913   0.000  38.847   4.210   3.504   0.000   0.000   4.185   0.989   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0041   0.000  68.404  12.998   0.000  31.117   0.000  38.847   4.210   3.504   0.000   0.000   4.235   0.989   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0042   0.000  68.404  12.933   0.000  30.667   0.000  38.847   4.210   3.504   0.000   0.000   4.178   0.989   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0043   0.000  68.404  12.975   0.000  30.858   0.000  38.847   4.210   3.494   0.000   0.000   4.180   0.989   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
290519 0044   0.000  68.404  12.980   0.000  30.749   0.000  38.847   4.207   3.494   0.000   0.000   4.235   0.984   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 100 0 021 0 0 0 000 000 000 000 
